number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,release_year
8182,LVN Fake News,2018-08-21,2.99,"0 .. 20,000",Kory Toombs,Kory Toombs,0,0,NA,2018
8184,Bloody Faerie,2018-09-28,1.99,"0 .. 20,000",EJRGames,EJRGames,0,0,NA,2018
8185,Horns of Fear,2018-06-07,4.99,"0 .. 20,000",Pixoala,Pixoala,0,0,NA,2018
8186,Choice of Magics,2018-08-10,6.99,"0 .. 20,000",Choice of Games,Choice of Games,0,0,NA,2018
8187,American Patriots: The Swamp Fox,2018-10-31,1.49,"0 .. 20,000",Cult Software,Cult Software,0,0,NA,2018
8188,EXIT 4 - Portal,2018-02-12,6.99,"0 .. 20,000",SIXNAILS,SIXNAILS,0,0,NA,2018
8190,Onii-Chan,2018-03-27,1.99,"0 .. 20,000",Skvoril,Skvoril,0,0,NA,2018
8191,Tap & Clapp,2018-06-29,0.99,"0 .. 20,000",hallunazigames,hallunazigames,0,0,NA,2018
8192,Runefall,2018-06-06,9.99,"0 .. 20,000",Playcademy,GC Games,0,0,NA,2018
8193,Depth of Extinction,2018-09-27,14.99,"0 .. 20,000",HOF Studios,HOF Studios,0,0,NA,2018
8194,Starbucket,2018-03-20,7.99,"0 .. 20,000",ReedGames,ReedGames,0,0,NA,2018
8195,三国英雄列传 (Legendary Heros in the Three Kingdoms),2018-04-27,8.99,"0 .. 20,000",Flying Star Games,Flying Star Games,0,0,NA,2018
8196,Fortune-499,2018-05-10,4.99,"0 .. 20,000",AP Thomson,AP Thomson,0,0,NA,2018
8197,Animal Force,2018-11-23,14.99,"0 .. 20,000",ISVR,ISVR,0,0,NA,2018
8198,Cricket Club,2018-01-18,14.99,"0 .. 20,000",VersoVR,VersoVR,0,0,NA,2018
8199,Chicken VR,2018-09-01,2.99,"0 .. 20,000","Reuben Lewis, Elan Bustos",LB Studios,0,0,NA,2018
8200,Temple of Rust,2018-09-18,NA,"0 .. 20,000",James Mearman,www.dev-zoo.net,0,0,NA,2018
8202,HyperFighter Boost Mode ON,2018-05-04,7.99,"0 .. 20,000",Boosted Games,Boosted Games,0,0,NA,2018
8203,Happy Empire - A Bouquet for the Princess,2018-01-14,4.99,"0 .. 20,000",AEL Entertainment,AEL Entertainment,0,0,NA,2018
8204,Blocked and Loaded,2018-01-19,0.99,"0 .. 20,000",Chris Antoni,Chris Antoni,0,0,NA,2018
8205,Photo & Graphic Designer 15 Steam Edition,2018-01-15,NA,"0 .. 20,000",MAGIX Software GmbH,MAGIX Software GmbH,0,0,NA,2018
8206,Barbearian,2018-08-14,14.99,"0 .. 20,000",Kimmo Lahtinen,Kimmo Lahtinen,0,0,NA,2018
8207,Love Letter,2018-10-24,6.99,"0 .. 20,000",Nomad Games,Asmodee Digital,0,0,NA,2018
8208,Dear Apothecary,2018-11-30,3.99,"0 .. 20,000",Shadowbunnie,Shadowbunnie,0,0,NA,2018
8209,Civitatem,2018-05-18,12.99,"0 .. 20,000",LW Games,LW Games,0,0,NA,2018
8211,The Man with the Dog,2018-10-31,9.99,"0 .. 20,000",Station 437,Station 437,0,0,NA,2018
8213,Viviette,2018-10-18,9.99,"0 .. 20,000",DYA Games,DYA Games,0,0,NA,2018
8214,Allergenium,2018-10-26,7.99,"0 .. 20,000",OSA Studio,OSA Studio,0,0,NA,2018
8215,Lovecraft Quest - A Comix Game,2018-11-13,2.99,"0 .. 20,000",OGUREC APPS,OGUREC APPS,0,0,NA,2018
8216,Battle Simulator,2018-09-27,0.49,"0 .. 20,000",KicklessGame,RewindApp,0,0,NA,2018
8217,Navigator,2018-07-30,0.99,"0 .. 20,000",DigitalArtefact,DigitalArtefact,0,0,NA,2018
8218,Aeon of Sands - The Trail,2018-12-04,19.99,"0 .. 20,000",Two Bits Kid,Two Bits Kid,0,0,NA,2018
8219,Project Nightmares Case 36: Henrietta Kedward,2018-06-01,12.99,"0 .. 20,000",NC,NC,0,0,NA,2018
8220,Sumerian Blood: Gilgamesh against the Gods,2018-07-01,4.99,"0 .. 20,000",Pompi Pompi Entertainment,Pompi Pompi Entertainment,0,0,NA,2018
8222,Solace Crafting,2018-01-16,14.99,"0 .. 20,000",Big Kitty Games,Big Kitty Games,0,0,NA,2018
8223,Nano Nebula,2018-11-02,14.99,"0 .. 20,000",Pretty Okay Games,Pretty Okay Games,0,0,NA,2018
8224,Cefore,2018-11-09,9.99,"0 .. 20,000",Pixelz Games,Crytivo,0,0,NA,2018
8225,Umfend,2018-10-30,4.99,"0 .. 20,000",AIHASTO,AIHASTO,0,0,NA,2018
8226,Survival Planet,2018-03-26,9.99,"0 .. 20,000",NexusLab,NexusLab,0,0,NA,2018
8227,Bartender VR Simulator,2018-02-09,13.99,"0 .. 20,000",VR Factory,VR Factory,0,0,NA,2018
8229,Ricko's Island,2018-03-30,NA,"0 .. 20,000",Ricko's Island Team,Ricko's Island Team,0,0,NA,2018
8230,Apparition,2018-10-20,9.99,"0 .. 20,000",MrCiastku,No Gravity Games,0,0,NA,2018
8231,Uventa,2018-08-24,4.99,"0 .. 20,000",BlackRat,BlackRat,0,0,NA,2018
8232,New Yankee 6: In Pharaoh's Court,2018-09-05,6.99,"0 .. 20,000",Yustas Game Studio,Alawar Entertainment,0,0,NA,2018
8235,拖拉机,2018-12-01,3.99,"0 .. 20,000",乐吧工作室,乐吧工作室,0,0,NA,2018
8236,Quantum Replica,2018-05-31,15.99,"0 .. 20,000",ON3D Studios,1C Entertainment,0,0,NA,2018
8237,The Bonfire: Forsaken Lands,2018-03-09,9.99,"0 .. 20,000",Xigma Games,Xigma Games,0,0,NA,2018
8238,Fat City,2018-10-22,9.99,"0 .. 20,000",Heavy Iron Studios,"Heavy Iron Studios, Inc.",0,0,NA,2018
8239,Laplace：拉普拉斯的神子,2018-10-02,NA,"0 .. 20,000","X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.",0,0,NA,2018
8240,Dominari Empires,2018-05-14,4.99,"0 .. 20,000",Tiny RTS,Tiny RTS,0,0,NA,2018
8241,VR Anatomy,2018-10-04,NA,"0 .. 20,000","Graham Kampmeier, Luis Luna, Ryan Haglund",Health Interactives,0,0,NA,2018
8242,TapSonic World Champion VR,2018-06-14,NA,"0 .. 20,000",NEOWIZ,NEOWIZ,0,0,NA,2018
8244,Mystery Trackers: Black Isle Collector's Edition,2018-09-12,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0,0,NA,2018
8245,Bible Test,2018-11-27,199.99,"0 .. 20,000",FIRST_UKRAINIAN,FIRST_UKRAINIAN,0,0,NA,2018
8246,Mountain Troll,2018-01-22,3.99,"0 .. 20,000",IndieLip,IndieLip,0,0,NA,2018
8247,Fortissimo FA INTL Ver,2018-08-23,9.99,"0 .. 20,000","La’cryma, YAMAYURI GAMES",SakuraGame,0,0,NA,2018
8248,Macroboy Y,2018-07-19,3.99,"0 .. 20,000",Hanged Bunny Studio,Hanged Bunny Studio,0,0,NA,2018
8250,FUTURE GPX CYBER FORMULA SIN VIER,2018-12-11,29.99,"0 .. 20,000",PROJECT YNP,PROJECT YNP,0,0,NA,2018
8251,Hentai Case Opening,2018-09-27,0.99,"0 .. 20,000",RewindApp,RewindApp,0,0,63,2018
8252,Bricks In The Box,2018-07-11,3.99,"0 .. 20,000",Nanite Storm,Nanite Storm,0,0,NA,2018
8253,Math Speed Challenge,2018-05-22,4.99,"0 .. 20,000",Red Dolphin Games,VT Publishing,0,0,NA,2018
8254,Tales of Nebezem: Elemental Link,2018-02-22,3.99,"0 .. 20,000",GrayTower,GrayTower,0,0,NA,2018
8255,The way to defeat the Archfiend / 打倒魔王的方法,2018-07-27,1.99,"0 .. 20,000",nitopu,Pujia8 Studio,0,0,NA,2018
8256,Stabby Machine,2018-07-31,1.99,"0 .. 20,000",Challenge Yourself Gaming,Challenge Yourself Productions,0,0,NA,2018
8257,Odium to the Core,2018-05-11,4.99,"0 .. 20,000",Dark-1,Dark-1,0,0,NA,2018
8258,Bitcoin,2018-11-12,0.49,"0 .. 20,000",RewindApp,RewindApp,0,0,NA,2018
8259,Grapple Force Rena,2018-12-04,14.99,"0 .. 20,000",GalaxyTrail,GalaxyTrail,0,0,NA,2018
8260,Rockochet,2018-08-06,NA,"0 .. 20,000",PixPan Studios,PixPan Studios,0,0,NA,2018
8261,USA 2020,2018-06-02,0.99,"0 .. 20,000",GAMES FOR HUMANS,GAMES FOR HUMANS,0,0,NA,2018
8262,Chineze,2018-04-12,1.99,"0 .. 20,000",dimosha_92,dimosha_92,0,0,NA,2018
8263,Mike Dies,2018-02-23,14.99,"0 .. 20,000",Psydra Games LLC,Psydra Games LLC,0,0,NA,2018
8264,Deluded Mind,2018-06-15,12.99,"0 .. 20,000",Sky Haubrich,Pyxton Studios,0,0,NA,2018
8265,Angles,2018-03-07,9.99,"0 .. 20,000",Shogunate Games,Shogunate Games,0,0,NA,2018
8266,CoffeeBiz Tycoon,2018-10-31,9.99,"0 .. 20,000",The Sociopath Software,The Sociopath Software,0,0,NA,2018
8267,Virtual Fighting Championship (VFC),2018-09-21,19.99,"0 .. 20,000","L&L Studio, Yang.L",L&L Technology,0,0,NA,2018
8268,Fantasy Mosaics 22: Summer Vacation,2018-03-05,6.99,"0 .. 20,000",Andy Jurko,Andy Jurko,0,0,NA,2018
8269,Open Sewer,2018-12-11,11.99,"0 .. 20,000",Loiste Interactive,Loiste Interactive,0,0,NA,2018
8270,The Experiment: Escape Room,2018-11-22,3.99,"0 .. 20,000",OnSkull Games,OnSkull Games,0,0,NA,2018
8271,Queen's Tales: Sins of the Past Collector's Edition,2018-01-19,9.99,"0 .. 20,000",ERS G Studios,Big Fish Games,0,0,NA,2018
8272,大逃亡专家 Escape Expert,2018-12-03,3.99,"0 .. 20,000","刘俊亨(Junheng Liu), UNGamingOrg游戏组织玩家",刘俊亨(Junheng Liu),0,0,NA,2018
8274,Monsters & Anomaly,2018-11-19,0.99,"0 .. 20,000",Nekyau Games,Nekyau Games,0,0,NA,2018
8275,Beauty and the Beast: Hidden Object Fairy Tale. HOG,2018-08-07,2.99,"0 .. 20,000",Crisp App Studio,Crisp App Studio,0,0,NA,2018
8276,My Life as a Maiden,2018-01-26,9.99,"0 .. 20,000",RhinoGearz,RhinoGearz,0,0,NA,2018
8277,Alchemy of Castle,2018-04-06,0.99,"0 .. 20,000",tengenstudio,tengenstudio,0,0,NA,2018
8278,Alicia Quatermain 2: The Stone of Fate,2018-07-03,2.99,"0 .. 20,000","Jetdogs Studios, Whalebox",Jetdogs Studios,0,0,NA,2018
8279,Big Tower Tiny Square,2018-02-05,0.99,"0 .. 20,000",Evil Objective,EO Interactive,0,0,NA,2018
8280,Abduction Prologue: The Story Of Jonathan Blake,2018-04-11,2.99,"0 .. 20,000",Red Iron Labs,Red Iron Labs,0,0,NA,2018
8281,Lazy Devil's game life /废宅魔王的幸福生活,2018-03-30,0.99,"0 .. 20,000",Philosophy,Youxicehuahuisuo,0,0,NA,2018
8282,OVERVIEW (A Walk Through The Universe),2018-03-01,9.99,"0 .. 20,000",Orbital Views,Orbital Views,0,0,NA,2018
8283,The Life's Lane,2018-07-16,2.99,"0 .. 20,000",Life's Lane Studio,Life's Lane Studio,0,0,NA,2018
8284,美少女夏日欢乐!,2018-05-24,1.99,"0 .. 20,000",Sticky Rice Games,Sticky Rice Games,0,0,NA,2018
8286,Epic Game Theory,2018-10-03,NA,"0 .. 20,000",Onix Fox,Onix Fox,0,0,NA,2018
8287,Bloody Chronicles - New Cycle of Death Visual Novel,2018-12-13,24.99,"0 .. 20,000",Igrasil Development Team,Igrasil Studio,0,0,NA,2018
8288,Sexy Serial Killer,2018-01-29,2.99,"0 .. 20,000",Disturbing Excitement,Disturbing Excitement,0,0,NA,2018
8289,Uncanny Islands,2018-03-02,8.99,"0 .. 20,000",Qucheza,Qucheza,0,0,NA,2018
8290,ZoneDriver,2018-03-29,0.99,"0 .. 20,000",Cybertime System,Cybertime System,0,0,NA,2018
8291,Path to Mnemosyne,2018-09-26,9.99,"0 .. 20,000",DevilishGames,DevilishGames,0,0,NA,2018
8292,Bikini Heaven,2018-09-28,1.99,"0 .. 20,000",MCON,MCON,0,0,NA,2018
8293,Quanect,2018-04-13,1.99,"0 .. 20,000",Chrnk.ru,Chrnk.ru,0,0,NA,2018
8294,Achievement Creator,2018-07-20,0.99,"0 .. 20,000",DRUNKEN APES,DRUNKEN APES,0,0,NA,2018
8295,Beyond Minimalism,2018-06-18,3.99,"0 .. 20,000",SaintHeiser,Dagestan Technology,0,0,NA,2018
8296,Labirinto,2018-01-09,0.99,"0 .. 20,000",Iriya72,Iriya72,0,0,NA,2018
8297,Toki Time Trial,2018-07-20,NA,"0 .. 20,000",DigiPen Press,DigiPen Press,0,0,NA,2018
8298,7 Soccer: a sci-fi soccer tale,2018-02-14,6.99,"0 .. 20,000","Mario D'Eliso ""Elis-D""",Mario D'Eliso,0,0,NA,2018
8299,Psychiatrist Simulator,2018-02-13,1.99,"0 .. 20,000",Eathrabaria,Eathrabaria,0,0,NA,2018
8300,Rise: Race The Future,2018-11-01,11.99,"0 .. 20,000",VD-dev,VD-dev,0,0,NA,2018
8301,Beyond,2018-10-31,2.99,"0 .. 20,000",Tired Dad Games,Tired Dad Games,0,0,NA,2018
8303,SFD : Rogue TRPG,2018-08-17,7.99,"0 .. 20,000",icefill,icefill,0,0,NA,2018
8304,Conjure Strike,2018-09-28,14.99,"0 .. 20,000",The Strike Team,The Strike Team,0,0,NA,2018
8305,Gunman Tales,2018-08-01,7.99,"0 .. 20,000",FobTi interactive,FobTi interactive,0,0,NA,2018
8306,keyg,2018-12-13,4.99,"0 .. 20,000",Axel Sonic,Axel Sonic,0,0,NA,2018
8307,Brick Breaker Premium 3,2018-06-22,0.99,"0 .. 20,000",LoadUpGames.com,LoadUpGames.com,0,0,NA,2018
8308,Invasion,2018-06-15,4.99,"0 .. 20,000",brutalsoft,brutalsoft,0,0,NA,2018
8309,DARCO - Reign of Elements,2018-05-04,NA,"0 .. 20,000",TP-STUDIOS,TP-STUDIOS,0,0,NA,2018
8310,Pathosis,2018-04-10,5.99,"0 .. 20,000",Acylis Studios UF,Acylis Studios UF,0,0,NA,2018
8311,The m0rg VS keys,2018-03-29,0.49,"0 .. 20,000",Zloy Krot Studio,Zloy Krot Studio,0,0,NA,2018
8314,R-COIL,2018-02-05,4.99,"0 .. 20,000",Vector Hat,Vector Hat,0,0,NA,2018
8315,Olorun: Theocracy,2018-08-20,16.99,"0 .. 20,000",AJetBear Entertainment,AJetBear Entertainment,0,0,NA,2018
8316,Super Darts VR,2018-11-14,7.99,"0 .. 20,000","Octamon Co., Ltd.","Octamon Co., Ltd.",0,0,NA,2018
8317,Jet-Story 2018,2018-07-03,NA,"0 .. 20,000",Miroslav Fídler,CYBEXLAB,0,0,NA,2018
8319,Get To A Gun,2018-10-09,0.99,"0 .. 20,000",The End Studios,The End Studios,0,0,NA,2018
8320,The Watchmaker,2018-05-17,14.99,"0 .. 20,000",Micropsia Games,1C Entertainment,0,0,NA,2018
8321,GM Forge - Virtual Tabletop,2018-05-30,29.99,"0 .. 20,000",Game Master LLC,Game Master LLC,0,0,NA,2018
8322,Parkour Polygon,2018-09-21,2.99,"0 .. 20,000",Jonah Gasson,Jonah Gasson,0,0,NA,2018
8323,Din's Legacy,2018-09-17,17.99,"0 .. 20,000",Soldak Entertainment,Soldak Entertainment,0,0,NA,2018
8324,LoveKami -Healing Harem-,2018-11-14,12.99,"0 .. 20,000",MoeNovel,MoeNovel,0,0,NA,2018
8325,Tiger Fighter 1931,2018-08-15,2.99,"0 .. 20,000",TigerQiuQiu,TigerQiuQiu,0,0,NA,2018
8327,STARBO,2018-01-04,5.99,"0 .. 20,000",Diax Game,Diax Game,0,0,NA,2018
8328,Grid Gunner,2018-07-27,1.99,"0 .. 20,000",Studio Cypix,Studio Cypix,0,0,NA,2018
8329,Light Tracer (VR & NON-VR),2018-01-14,14.99,"0 .. 20,000",Void Dimensions,Oasis Games,0,0,NA,2018
8330,ERROR: Human Not Found,2018-01-12,NA,"0 .. 20,000",CelleC Games,CelleC Games,0,0,NA,2018
8331,Warlock: Tower Defence,2018-06-08,2.99,"0 .. 20,000",Snowdon Games,Snowdon Games,0,0,NA,2018
8332,Short Life,2018-11-14,NA,"0 .. 20,000",gametornado,gametornado,0,0,NA,2018
8333,Super Blasting Boy,2018-10-27,0.49,"0 .. 20,000",BekkerDev Studio,BekkerDev Studio,0,0,NA,2018
8334,Haunted Legends: The Stone Guest Collector's Edition,2018-05-02,NA,"0 .. 20,000",ERS G Studios,Big Fish Games,0,0,NA,2018
8335,Sheep Game,2018-04-27,NA,"0 .. 20,000",David Lewis,David Lewis,0,0,NA,2018
8336,Shape of America: Episode One,2018-02-21,4.99,"0 .. 20,000",kuklam studios,kuklam studios,0,0,NA,2018
8337,Road Legends,2018-03-21,4.99,"0 .. 20,000",Art Of Adventures,Art Of Adventures,0,0,NA,2018
8338,Comrades and Barons: Solitaire of Bloody 1919,2018-02-08,7.99,"0 .. 20,000",Maris Ozols,Maris Ozols,0,0,NA,2018
8339,DAOKER:A BANISHED TIGER,2018-05-17,9.99,"0 .. 20,000",不想上班工作室™,大沃电艺,0,0,NA,2018
8340,Satan's Castle,2018-03-08,0.99,"0 .. 20,000",HUNTERS,HUNTERS,0,0,NA,2018
8341,SEQUENCE STORM,2018-12-21,14.99,"0 .. 20,000","SPECIAL MAGIC GAMES, LLC","SPECIAL MAGIC GAMES, LLC",0,0,NA,2018
8342,International Space Station Tour VR,2018-03-22,NA,"0 .. 20,000",The House of Fables,The House of Fables,0,0,NA,2018
8343,STAR SAGA ONE - RISE OF THE DOMINATORS,2018-01-19,0.99,"0 .. 20,000",Grumpy Otis Games,Grumpy Otis Games,0,0,NA,2018
8344,Logout,2018-05-01,NA,"0 .. 20,000",PlayWrite Studios,PlayWrite Studios,0,0,NA,2018
8345,Cubians : Rescue Princess,2018-01-16,9.99,"0 .. 20,000",IKINA GAMES,IKINA GAMES,0,0,NA,2018
8346,Karate Krab,2018-02-16,9.99,"0 .. 20,000",Liquid Sapling,Liquid Sapling,0,0,NA,2018
8347,Deadly Tropics,2018-04-23,2.99,"0 .. 20,000",Corpix,Corpix,0,0,NA,2018
8348,Alicia Quatermain 3: The Mystery of the Flaming Gold,2018-12-19,2.99,"0 .. 20,000","Jetdogs Studios, Whalebox",Jetdogs Studios,0,0,NA,2018
8349,JuBOX,2018-07-27,0.99,"0 .. 20,000",Firehawk Studios,Firehawk Studios,0,0,NA,2018
8350,Mind Labyrinth VR Dreams,2018-10-14,24.99,"0 .. 20,000",Frost Earth Studio,OXYGENE MEDIA,0,0,NA,2018
8351,Time,2018-09-13,NA,"0 .. 20,000",David AE,David AE,0,0,NA,2018
8352,The Mysteries of Baroque,2018-09-20,4.99,"0 .. 20,000",Choice of Games,Choice of Games,0,0,NA,2018
8353,Bladeline VR,2018-11-13,11.99,"0 .. 20,000",AIXLAB,AIXLAB,0,0,NA,2018
8354,Teleporter,2018-09-25,NA,"0 .. 20,000","Teleporter Realities, Inc.","Teleporter Realities, Inc.",0,0,NA,2018
8355,Kill 'Em All,2018-05-31,2.99,"0 .. 20,000",AppRoarr Studios,AppRoarr Studios,0,0,NA,2018
8356,Solar Explorer: New Dawn,2018-09-17,4.99,"0 .. 20,000",Dwarf Cavern,Dwarf Cavern,0,0,NA,2018
8357,Shadowcrawl: The Dark Pilgrimage,2018-08-08,5.99,"0 .. 20,000",Wicked Cake Games,Wicked Cake Games,0,0,NA,2018
8358,Slither Link,2018-09-10,0.99,"0 .. 20,000",Zkolibre Studio,Zkolibre Studio,0,0,NA,2018
8359,CRAZY MAZE,2018-04-06,1.99,"0 .. 20,000","Łukasz Tabaczkiewicz, Adrian Waltrowski",Adrian Waltrowski,0,0,NA,2018
8360,Anime Dress Up,2018-07-30,0.99,"0 .. 20,000",gfdsahdgsye7,gfdsahdgsye7,0,0,NA,2018
8361,Mission Of Hero,2018-03-09,2.99,"0 .. 20,000",Falco Software,OtakuMaker SARL,0,0,NA,2018
8362,Ice Cream Factory,2018-02-23,2.99,"0 .. 20,000",Ryan Silberman,Ryan Silberman,0,0,NA,2018
8363,Fitzzle Precious Dolphins,2018-06-26,4.99,"0 .. 20,000",Red Dolphin Games,VT Publishing,0,0,NA,2018
8364,Good Boy!,2018-04-20,0.99,"0 .. 20,000",FastGame,FastGame,0,0,NA,2018
8365,Whitevale Defender,2018-05-23,4.99,"0 .. 20,000",Sugarsnapp Games,Sugarsnapp Games,0,0,NA,2018
8366,Sanctus Mortem,2018-11-16,9.99,"0 .. 20,000",Kisareth Studios,Kisareth Studios,0,0,NA,2018
8367,The Legend of Monster Mountain,2018-09-07,2.99,"0 .. 20,000",YOUGAKE,YOUGAKE,0,0,NA,2018
8368,Runner,2018-02-23,0.99,"0 .. 20,000",Clawed Paw,Enjoy Games,0,0,NA,2018
8369,Blink: Rogues,2018-09-28,7.99,"0 .. 20,000",Fox Dive Studio,Fox Dive Studio,0,0,NA,2018
8370,MissileDancer,2018-06-01,1.99,"0 .. 20,000",TERARIN GAMES,TERARIN GAMES,0,0,NA,2018
8371,Cortex,2018-12-26,NA,"0 .. 20,000",Milan Toth,Milan Toth,0,0,NA,2018
8372,HoloLAB Champions,2018-07-10,9.99,"0 .. 20,000",Schell Games,Schell Games,0,0,NA,2018
8373,They have HORNS,2018-02-14,2.99,"0 .. 20,000",Paul Piepenhagen,Paul Piepenhagen,0,0,NA,2018
8374,Defend the planet,2018-01-26,0.99,"0 .. 20,000",Dexion Games,Dexion Games,0,0,NA,2018
8375,The Hero Project: Open Season,2018-04-05,3.99,"0 .. 20,000",Choice of Games,Choice of Games,0,0,NA,2018
8376,Drunk Puppet,2018-09-12,3.99,"0 .. 20,000",D1ONE,D1ONE,0,0,NA,2018
8377,Unsolved Stories,2018-03-14,19.99,"0 .. 20,000",MadHoundGames,MadHoundGames,0,0,NA,2018
8378,Running Girl,2018-11-12,2.99,"0 .. 20,000",TonAme,TonAme,0,0,NA,2018
8379,Mad Restaurant People,2018-09-09,4.99,"0 .. 20,000",SureAI,ColossusArc Entertainment,0,0,NA,2018
8380,Magic Blast VR,2018-09-22,14.99,"0 .. 20,000",Ramen,Ramen,0,0,NA,2018
8381,YBit,2018-01-15,1.99,"0 .. 20,000","Facundo Balboa, Iván Piccione, Martín Díaz",Facundo Balboa,0,0,NA,2018
8382,Doors Push or Pull,2018-04-14,2.99,"0 .. 20,000",SoulShared Games LLC,SoulShared Games LLC,0,0,NA,2018
8384,APEX Tournament,2018-02-09,14.99,"0 .. 20,000","Douglas Liang, Gorge Quan Li",Fantom Fathom LLC,0,0,NA,2018
8386,Kai Entity,2018-09-18,0.99,"0 .. 20,000",Project_lelz,Project_lelz,0,0,NA,2018
8388,A Turd's Life,2018-03-14,2.99,"0 .. 20,000",Bergie Games,Bergie Games,0,0,NA,2018
8390,Blueprint Word: Classroom,2018-12-05,1.99,"0 .. 20,000",Shard Real,Shard Real,0,0,NA,2018
8391,Hell Knights,2018-07-25,1.49,"0 .. 20,000",David Seifers,David Seifers,0,0,NA,2018
8392,Desert of Vice,2018-04-13,2.99,"0 .. 20,000",Karolis Dikcius,Karolis Dikcius,0,0,NA,2018
8394,Police Patrol,2018-04-23,0.99,"0 .. 20,000",Falco Software,OtakuMaker SARL,0,0,NA,2018
8396,Sign Here: _________,2018-05-03,0.99,"0 .. 20,000",NA,Granola Studios,0,0,NA,2018
8398,Beat the Song,2018-08-28,NA,"0 .. 20,000",AAAGAMES,AAAGAMES,0,0,NA,2018
8400,JUST a Game,2018-10-25,0.99,"0 .. 20,000","KIZILARSLAN, GOKSU",Levity Game,0,0,NA,2018
8402,Bunny - The Horror Game,2018-08-28,2.99,"0 .. 20,000",Bunny,Cheesecake,0,0,NA,2018
8404,Land of an Endless Journey,2018-09-26,9.99,"0 .. 20,000",Operation Codename,Operation Codename,0,0,NA,2018
8405,Episicava - Vol. 1,2018-04-03,9.99,"0 .. 20,000",Epic Works,Top Hat Studios Inc,0,0,NA,2018
8407,Sophisticated Puzzle,2018-08-02,0.99,"0 .. 20,000",Sunrise9,Sunrise9,0,0,NA,2018
8408,Baobabs Mausoleum Ep. 2: 1313 Barnabas Dead End Drive,2018-02-27,5.99,"0 .. 20,000",Celery Emblem™,Zerouno Games,0,0,NA,2018
8409,HarmonyTD,2018-07-31,9.99,"0 .. 20,000",FunArouGames,FunArouGames,0,0,NA,2018
8411,Santa's Story of Christmas,2018-11-30,12.99,"0 .. 20,000",Spinix Games,Spinix Games,0,0,NA,2018
8413,Flat Trip,2018-10-03,3.99,"0 .. 20,000",Dmitriy Mamaev,Dmitriy Mamaev,0,0,NA,2018
8415,Galaxy Ball Defender,2018-04-25,3.99,"0 .. 20,000",That One Game Studio,That One Game Studio,0,0,NA,2018
8417,Wars and Battles: Normandy,2018-02-09,9.99,"0 .. 20,000","Battle Factory, HexWar Games",HexWar Games,0,0,NA,2018
8420,"PhotoDirector 10 Ultra - Photo editor, photo editing software",2018-10-15,99.99,"0 .. 20,000",CyberLink,"CyberLink, Koch Media",0,0,NA,2018
8421,Anicon - Animal Complex - Sheep's Path,2018-07-04,7.99,"0 .. 20,000",Zeiva Inc,Zeiva Inc,0,0,NA,2018
8424,Sol Galaxy Defender,2018-02-12,3.99,"0 .. 20,000",Quack Games,James Habgood,0,0,NA,2018
8427,RollingBall,2018-03-07,0.99,"0 .. 20,000",PotatoIndustries,PotatoIndustries,0,0,NA,2018
8431,Criminal Pursuit Force,2018-10-07,4.99,"0 .. 20,000",Bleeding Edge Studio,Bleeding Edge Studio,0,0,NA,2018
8434,My Russian Trip,2018-07-27,NA,"0 .. 20,000",NA,Winter Night Games,0,0,NA,2018
8437,Oscillatron: Alien Frequency,2018-04-16,3.99,"0 .. 20,000",Music Breath,Music Breath,0,0,NA,2018
8438,Clatter,2018-12-10,9.99,"0 .. 20,000",Facepunch Studios,Facepunch Studios,0,0,NA,2018
8439,Around the World in 80 Days,2018-04-03,1.99,"0 .. 20,000",Mzonestudio,Microïds Indie,0,0,NA,2018
8441,Mortar Howl,2018-07-25,0.99,"0 .. 20,000",CrySmith,CrySmith,0,0,NA,2018
8442,IMAZE.EXE 2,2018-12-14,0.49,"0 .. 20,000",AFBIK Studio,AFBIK Studio,0,0,NA,2018
8444,Another Brick in Space,2018-04-11,3.99,"0 .. 20,000",Dreambakers,Dreambakers,0,0,NA,2018
8445,Dark Quest 2,2018-03-06,7.99,"0 .. 20,000",Brain Seal Ltd,Brain Seal Ltd,0,0,NA,2018
8446,Vagrant Fury,2018-09-24,7.99,"0 .. 20,000",VectorGoat Games,VectorGoat Games,0,0,NA,2018
8448,Stop! Dictator Kim Jong-un,2018-05-10,0.99,"0 .. 20,000",zoocros,zoocros,0,0,NA,2018
8449,Crest - an indirect god sim,2018-03-08,9.99,"0 .. 20,000",Eat Create Sleep,Eat Create Sleep,0,0,NA,2018
8450,Deathmatch Soccer,2018-07-11,3.99,"0 .. 20,000",Twin Squid Ltd,Twin Squid Ltd,0,0,NA,2018
8451,Castle Must Be Mine,2018-07-13,15.99,"0 .. 20,000",TheMiddleGray,TheMiddleGray,0,0,NA,2018
8452,Shining Orb Prequel,2018-11-05,NA,"0 .. 20,000",Vorge Studio,Vorge Studio,0,0,NA,2018
8453,My Big Sister,2018-11-09,5.99,"0 .. 20,000",Stranga,GrabTheGames,0,0,NA,2018
8454,FlowDot,2018-08-01,1.99,"0 .. 20,000",Dont Play These Games - Games,Dont Play These Games - Games,0,0,NA,2018
8456,Cross Pixels,2018-04-17,6.99,"0 .. 20,000",crowgames UG (haftungsbeschränkt),crowgames UG (haftungsbeschränkt),0,0,NA,2018
